ING_CODE	ING_FORM_ID_ID
288000ATB	1
482501BIJ	2
354200BIS	3
D59800ATC	4
430401BIJ	5
472701BIJ	6
472702BIJ	6
472703BIJ	6
472704BIJ	6
472705BIJ	6
472706BIJ	6
472707BIJ	6
472708BIJ	6
472709BIJ	6
472710BIJ	6
448801BIJ	7
A85002BIJ	8
613501APD	9
412601ACH	10
428201BIJ	11
338800CTB	12
416601ATB	13
516701ACH	14
516701ATB	15
D50500ATB	16
632700BIJ	17
618201ATB	18
D39801AGN	19
618001BIJ	20
A94500ACE	21
D38301ATB	22
D38302ATB	22
408501DMS	23
594601BIJ	24
599501BIJ	25
596001BIJ	26
463202CSS	27
463203CDS	28
420101ATB	29
641600ATB	30
517300ATB	31
512201BIJ	32
512230BIJ	32
100430BIJ	33
100431BIJ	33
620402ATB	34
305200ATB	35
511801CDS	36
511802CDS	36
511803CDS	36
590401CDS	36
590402CDS	36
100501ATE	37
100601ATB	38
100602ATB	38
100701ACH	39
100702ATR	40
100901ACH	41
100901ACS	42
100901ATB	43
100903ATR	44
285700ASS	45
101102ATB	46
101303ATB	47
101305ACH	48
101305ACS	49
101305ATB	47
101307ATB	47
101309ATB	47
101330ASS	50
101332ASY	51
101333BIJ	52
101334ASS	50
101335BIJ	52
101336BIJ	52
101401ATB	47
101404ATB	47
101404ATR	53
101405ATR	53
101406ATB	47
101430ATR	53
101433ASS	50
A43300ALQ	54
A43400ATB	55
A43500ALQ	56
A66700ATB	57
E02800ATB	58
E08100ATB	59
E14000ACH	60
C24200ACH	61
D01900ATB	62
E03200ACH	63
B17500ACH	64
D10100ACH	65
B58400ACE	66
D97700ACH	67
E03400ATB	68
B18400ATB	68
D21200ACH	69
D21100ACH	70
E00700ACH	71
B40300ACH	72
C12000AGN	73
E01100AGN	73
E00600ACH	74
E01200ACH	74
E00500ACH	75
E01900ACH	76
577200AGN	77
E01700ACH	78
E03600ATB	79
B40900ATB	80
B41000ATB	81
433200ACH	82
B47700ACH	83
E00300ACH	84
D99400ATB	85
B96600ATB	86
A79600ACH	87
B38700ACH	88
E02100ACH	89
E02700ACH	90
E01800ACH	91
D03000ATB	92
D44400ATB	92
D48900ACH	93
D98800ALQ	94
D04000ATB	95
A79300ATB	96
E01400ATB	96
B21000ATB	97
D68300ACH	98
E00400ACH	99
E01600ACH	100
B20500ATB	101
D02800ATB	102
D14400ATB	103
A79700ATB	104
D97500ATB	105
A88500AGN	106
B05300ACH	107
D98300ACH	108
D21400AGN	109
573600AGN	110
A96500APD	111
B24300APD	112
E00800ACH	113
E01300ACH	113
D97600ATB	114
B30400AGN	115
D49500ACH	116
D73800ACH	117
D97300ACH	118
D48100ACH	119
D52300ATB	120
D88000ACH	119
D69000ACH	121
B07100ATB	122
D49300ACH	123
D29300AGN	124
A56100AGN	125
A56200AGN	125
A64700ATB	126
D89700AGN	125
E03500ACH	127
E03100ALQ	128
E03300ALQ	129
E03700ACH	130
D07600ALQ	131
E02200ALQ	131
C75000ATB	132
C75100ATB	132
A49900ACH	133
D61100ACS	134
D63100ACS	135
D62000ACS	136
E12100ACS	137
384300APD	138
384400APD	138
384500APD	138
384600APD	138
384600ATB	139
B02100ATB	139
D56200ACH	140
D66300ALQ	141
D47300AGN	142
E03800AGN	142
458300ACH	143
A04400ATB	144
B96700ACH	145
D55100ACH	146
E03000ALQ	147
B48200AGN	148
E01500ACH	149
D23400ACH	150
B30700ACE	151
D37800ACH	152
B89100ACE	153
D93200ASY	154
B06000ACS	155
B06100ATB	156
B18200AGN	157
B88200ACH	158
B88300ACH	158
D99700ACH	159
E05600ACH	160
D99600ACH	161
D99800ACH	161
D97400ACH	162
E02500ASY	163
C15700ASY	164
E02300ASY	164
E02400ASY	164
B36600ACH	165
C08300ACH	166
D98200ACH	167
D96700ASY	168
B09500ASY	169
D94200ACH	170
D94300ACH	170
D95600ASY	169
D95800ASY	169
D96900ACH	170
B90200ACH	171
D97800ACH	172
E02900ASY	173
B05100ACH	174
D94800ALQ	175
D95700ASY	176
D24500ACS	177
D54600ACH	178
C01800ASY	179
A50100ACS	180
D27900ACS	180
571600ACS	181
A82100ATB	182
B01400ACH	183
C78100ACH	183
B20900AGN	184
A57500ACH	185
A57600ACH	185
A57700ACH	185
A78900ACS	186
D83900ALQ	187
D92500ALQ	187
D92600ALQ	187
D92700ALQ	187
D95100ASY	188
D97100ASY	188
E13800ASY	188
D98900ALQ	189
D03100ATB	190
B06200ACH	191
D99000ALQ	192
D95300ALQ	193
D95400ALQ	193
D94600ASY	194
D92900ALQ	195
253400ATB	196
A79800ACH	197
D95200ALQ	198
B19400ACH	199
D51400ALQ	200
A50900ACH	201
D04100ATB	202
A64900ATB	203
D66400ASY	204
D81900ATB	203
D84600ACH	205
D88500ASY	204
A89000ACH	206
C93900ACH	206
C93900ATB	207
B88900ACH	208
D82200ACH	209
C89500ACH	210
E00900ALQ	211
255100ACE	212
255100ACH	213
C53800ATB	214
D87700ATB	215
D82000ATB	216
D02900ATB	217
D93000ASY	218
D95000ASY	219
D92800ALQ	220
D95500ALQ	221
A06400ATB	222
D11200ATB	222
D12500ATB	222
D12600ATB	222
D14700ATB	222
D40600ATB	222
D73300ATB	222
D75800ATB	222
D84700ATB	222
A79400ATB	223
D82100ATB	223
D87500ATB	224
252000ATB	225
A04600ACS	226
A04600ATB	225
A28600APD	227
A40000ATB	225
A57400ATB	228
A82600AGN	229
D29500ACH	230
A75500ATB	231
D39500ATB	232
252500ATB	233
A04200ATB	233
A75100ATB	234
D84500ATB	235
A20200ATB	236
D44500ACS	237
D60900ALQ	238
C34400ALQ	239
E03900ACH	240
E02600ASY	241
E06500ACS	242
D84800ACH	243
D28000ACS	244
D41900ACS	244
D71400ACS	244
D42600ASS	245
D94000ACH	246
A84400ACH	247
D28100ACS	248
D41800ACS	248
D71300ACS	248
E12500ACS	249
A53800ATB	250
D87900ACS	251
D98400ACH	252
D97200ACH	253
D93900ACH	254
A72100ATB	255
D88700ASY	256
D88800ASY	256
D88900ASY	256
D89000ASY	256
D92400ASY	257
D93100ASY	257
D60300ACS	258
D97900ACS	258
C95700ACS	259
D37400ACS	259
D44700ACS	259
D54700ATB	260
D65500ACS	259
D94400ACS	259
D94900ACS	259
D96800ASY	261
D97000ACS	259
E04700ACS	259
E12700ACS	259
E11000ACS	259
E12800ACS	262
B36300ACH	263
D99100ASY	264
D99200ASY	264
C92300ACS	265
C92400ACS	265
C95600ACS	265
A86800ACH	266
D10500ACH	267
D23900ACS	268
C95500ACS	269
A81600ACS	270
A86500ACS	270
C92200ACS	270
C92500ACS	270
C92600ACS	270
C94200ACS	270
C98900ACS	270
D01600ACS	270
D10800ACS	270
D13700ACS	270
D68100ACS	270
D91500ACS	270
E12600ACS	270
254000ATB	271
A53300ACS	272
A53400ATB	271
A53900ATB	271
A63100ATB	271
A63200ACS	272
C89600ACS	272
C96200ACS	272
D13500ACS	272
D22100ACS	272
D82300ACH	273
D82400ACH	273
D00800ACS	274
D76400ACS	275
D76200ACS	276
E10100ACS	277
D57000ACS	278
D37500ACS	279
D76100ACS	279
A64500ACH	280
C97600ACS	281
A90500ATB	282
D37700ACS	283
D43800ACS	283
A18900ATB	284
C93800ACS	285
D85300ALQ	286
C51000ATB	287
252700ACS	288
252700ATB	289
A06500ATB	289
A18700ACS	288
A19000ACS	288
A25000ACH	290
A25000ACS	288
A28100APD	291
A28100ATB	289
A29400ACH	290
A39000ACS	288
C59600ACS	288
C89700ACS	288
C93700ACS	288
C97300ACS	288
C99100ACS	288
D03800ACS	288
D11800ACS	288
D11900ACS	288
D15800ACS	288
D19500ACS	288
D23800ACS	288
D28200ACS	288
D36600ASY	292
D53800ASY	292
D60000ACS	288
D70600ACS	288
D85000ACS	288
D85100ASY	292
E11700ACS	288
E11800ACS	288
E11900ACS	288
251700ATB	293
D16000ALQ	294
E00100ALQ	294
D94700ALQ	295
D54300ATB	296
D62100ACS	297
D40300ACS	298
D79800ACS	299
313400ACH	300
D98100ACH	301
D41100ACS	302
D17500ACS	303
D17600ACS	303
D10900ACS	304
D27100ACS	305
D60400ACS	305
D13800ACS	306
C94700ACS	307
D13600ACS	307
D17200ACS	307
D17300ACS	308
D17400ACS	308
D22600ACS	308
D89500ASY	309
D89600ASY	309
D94100ACH	310
D08400ACH	311
D08400ACS	312
D37600ACS	312
D51700ACS	312
D65200ACS	312
E04800ACS	312
E12400ACS	312
D36700ASY	313
D59100ACS	314
D22400ACS	315
D57500ACS	315
D22200ACS	316
D19700ACS	317
D74600ACS	318
D89200ALQ	319
D88600ALQ	320
D84200ATB	321
D22300ACS	322
E04200ACS	322
D89300ASY	323
D89400ASY	323
A51200ACH	324
A52500ACH	324
A52500ATB	325
A62500ATB	325
D22000ACS	326
C89900ASY	327
454100ATB	328
A23400ATB	328
252800ACH	329
384000ATB	330
384900ATB	330
A12300ATB	330
E10900ASY	331
C89800ASY	332
383800ATB	333
330800CSP	334
E01000ALQ	335
E09200ACS	336
A46800ATB	337
E11500ACS	338
A40300ATB	339
378000ATB	340
D49100ATB	340
D48000ATB	341
D07700ALQ	342
D61400ALQ	342
D78400ASY	343
D78500ASY	343
C56400ASY	344
D43700ACS	345
518200ATB	346
518300ATB	346
257100ATB	347
D61000ALQ	348
449600ATB	349
449700ATB	349
380500ATB	350
380500ATB	350
A03200ATB	351
A23700ATB	352
A31500ASY	353
A16700APD	354
A16800APD	354
A16800ASY	355
A35000ATB	356
D84900ACS	357
443600ATB	358
480600ATB	359
513000ATB	359
513000ATR	360
514100ATR	360
101501ATB	361
101502BIJ	362
322800BIS	363
479300BIS	363
479400BIS	363
479600BIS	363
481400BIS	363
481500BIS	363
606400BIS	363
606500BIS	363
606600BIS	363
606700BIS	363
669500BIS	363
478900BIS	364
479200BIS	364
101701COS	365
101801ACH	366
101801AGN	367
101802BIJ	368
101804ACH	366
101804AGN	367
101805CLQ	369
101807ATB	370
101808ASY	371
101830AGN	367
101831BIJ	368
101832BIJ	368
