ing_id	ING_NAME_ENG	ING_NAME_KR
1	1-(4-Methylphenyl)-Ethyl-Nicotinic Acid/Naphthylacetic Acid	니코틴산1-(4-메틸페닐)-에틸/나프틸아세트산
2	2-Deoxy-2-Fluoro-D-Glucose	2-데옥시-2-플루오로-D-글루코스
3	2-ketoglutaric acid/Calcium Chloride/Histidine/Magnesium Chloride/Manitol/Potassium Chloride/Sodium Chloride/Tryptophan	2-ketoglutaric acid/염화칼슘/히스티딘/염화마그네슘/만니톨/염화칼륨/염화나트륨/트립토판
4	2,4-Dichloro Benzyl Alcohol/Amylmetacresol	2,4-디클로로벤질알코올/아밀메타크레졸
5	3-Iodobenzylguanidine(123I)	3-요오도벤질구아니딘(123I)
6	3-Iodobenzylguanidine(131I)	3-요오도벤질구아니딘(131I)
7	3,3-Diphosphono-1,2-Propanedicarboxylate	3,3-디포스포노-1,2-프로판디카르복실산(DPD)
8	3'-Deoxy-3'-Fluorothymidine(18F)	3´-데옥시-3´-플루오로티미딘(18F)
9	5-Aminolevulinic Acid	5-아미노레불린산
10	5-Hydroxytryptophan	5-히드록시트립토판
11	6β-iodomethyl-19-norcholest-5(10)-en-3β-ol(I-131)	6β-요오드메칠-19-노르코레스트-5(10)-엔-3β-올(I-131)
12	9-Aminoacridine/Methylbenzethonium/N-Myristyl-3-Hydroxybutylamine	9-아미노아크리딘운데실레네이트/메틸벤제토늄/N-미리스틸-3-히드록시부틸아민염산염
13	괄루근/위령선/하고초	괄루근/위령선/하고초
14	구척/두충/방풍/우슬/자오가/흑두	구척/두충/방풍/우슬/자오가/흑두
15	길초근·말토덱스트린·무수콜로이드성이산화규소혼합물(75:24.8:0.2)/Hop·Maltodextrin·Silica,Colloidal Anhydrous Mixture(70:29.8:0.2)	길초근·말토덱스트린·무수콜로이드성이산화규소혼합물(75:24.8:0.2)/Hop·Maltodextrin·Silica,Colloidal Anhydrous Mixture(70:29.8:0.2)
16	다음의 혈청군에 대한 디프테리아톡소이드와 접합된 수막구균 혈청형 A 다당류, 접합단백질용 균주 C.Diphtheriae/다음의 혈청군에 대한 디프테리아톡소이드와 접합된 수막구균 혈청형 C 다당류, 접합단백질용 균주 C.Diphtheriae/다음의 혈청군에 대한 디프테리아톡소이드와 접합된 수막구균 혈청형 W-135 다당류, 접합단백질용 균주 C.Diphtheriae/다음의 혈청군에 대한 디프테리아톡소이드와 접합된 수막구균 혈청형 Y 다당류, 접합단백질용 균주 C.Diphtheriae	다음의 혈청군에 대한 디프테리아톡소이드와 접합된 수막구균 혈청형 A 다당류, 접합단백질용 균주 C.Diphtheriae/다음의 혈청군에 대한 디프테리아톡소이드와 접합된 수막구균 혈청형 C 다당류, 접합단백질용 균주 C.Diphtheriae/다음의 혈청군에 대한 디프테리아톡소이드와 접합된 수막구균 혈청형 W-135 다당류, 접합단백질용 균주 C.Diphtheriae/다음의 혈청군에 대한 디프테리아톡소이드와 접합된 수막구균 혈청형 Y 다당류, 접합단백질용 균주 C.Diphtheriae
17	당귀/목과/방풍/속단/오가피/우슬/위령선/육계/진교/천궁/천마/홍화	당귀/목과/방풍/속단/오가피/우슬/위령선/육계/진교/천궁/천마/홍화
18	당귀작약산	당귀작약산
19	동종제대혈유래중간엽줄기세포	동종제대혈유래중간엽줄기세포
20	메이세라제/사낙타제/푸록타제/Olipase 2S/Pancreatic Digestive Enzyme	메이세라제/사낙타제/푸록타제/오리파제 2S/췌장성소화효소
21	방풍통성산	방풍통성산
22	의료용 기재등의 소독멸균	의료용 기재등의 소독멸균
23	자가유래 피부섬유아세포	자가유래 피부섬유아세포
24	자가유래수지상세포	자가유래수지상세포
25	자가지방조직유래 최소조작 지방세포	자가지방조직유래 최소조작 지방세포
26	자기유래 피부각질세포	자기유래 피부각질세포
27	Abacavir	아바카비어
28	Abacavir/Dolutegravir/Lamivudine	아바카비어/돌루테그라비르/라미부딘
29	Abacavir/Lamivudine	아바카비어/라미부딘
30	Abatacept	아바타셉트
31	Abciximab	압식시맙
32	Abiraterone	아비라테론
33	Absinthi Herba/Boldine/Chelidonine/Choline Orotate/Curcumine/Cyanocobalamine/Cynarine/Cysteine/Folic Acid/Frangula/Khellin/Nicotinamide/Ox Bile/Rhei rhizoma	아브신트/볼도/백굴/콜린오로트산/쿠르쿠마/시아노코발라민/신나라/시스테인/폴산/프랑굴라/암미/니코틴산아미드/우담즙/대황
34	Absorbable Collagen Hemostat	흡수성콜라겐헤모스태트
35	Acamprosate	아캄프로세이트
36	Acarbose	아카르보스
37	Acebrophylline	아세브로필린
38	Aceclofenac	아세클로페낙
39	Aceglutamide Aluminum/Aluminum Hydroxide/Magnesium Hydroxide/Simethicone	아세글루타미드알루미늄/수산화알루미늄/수산화마그네슘/시메티콘
40	Acepifylline	아세피필린
41	Acetaminophen	아세트아미노펜
42	Acetaminophen/갈근탕	아세트아미노펜/갈근탕
43	Acetaminophen/진광탕	아세트아미노펜/진광탕
44	Acetaminophen/Allylisopropylacetylurea/Caffeine/Ibuprofen	아세트아미노펜/알릴이소프로필아세틸우레아/카페인/이부프로펜
45	Acetaminophen/Ascorbic Acid/Benfotiamine/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Ethenzamide/Glycyrrhiza/Platycodon/Riboflavin	아세트아미노펜/아스코르브산/벤포티아민/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/에텐자미드/감초/길경/리보플라빈
46	Acetaminophen/Ascorbic Acid/Benfotiamine/Caffeine/Chlorpheniramine/Dl-Methylephedrine/Guaifenesin/Riboflavin	아세트아미노펜/아스코르브산/벤포티아민/카페인/클로르페니라민/DL-메틸에페드린/구아이페네신/리보플라빈
47	Acetaminophen/Ascorbic Acid/Bupleurum/Caffeine/D-Chlorpheniramine/Ginseng/Glycyrrhiza/Jujube/Pinellia Tuber/Scutellaria/Tipepidine/Zingiberis Rhizoma	아세트아미노펜/아스코르브산/시호/카페인/D-클로르페니라민/인삼/감초/대추/반하/황금/티페피딘/건강
48	Acetaminophen/Ascorbic Acid/Caffeine	아세트아미노펜/아스코르브산/카페인
49	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cinnamon Bark/Dl-Methylephedrine/Glycyrrhiza/Guaifenesin/Platycodon/Riboflavin/Thiamine/Tipepidine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/계피/DL-메틸에페드린/감초/구아이페네신/길경/리보플라빈/티아민/티페피딘
50	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린
51	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Glycyrrhiza/Oriental Bezoar/Platycodon	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/감초/우황/길경
52	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Glycyrrhiza/Oriental Bezoar/Platycodon/Riboflavin/Serratiopeptidase/Thiamine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/감초/우황/길경/리보플라빈/세라티오펩티다제/티아민
53	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Guaifenesin	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/구아이페네신
54	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Pseudoephedrine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/슈도에페드린
55	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Pseudoephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/슈도에페드린/리보플라빈/티아민
56	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/리보플라빈/티아민
57	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Riboflavin/Thiamine/갈근탕	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/리보플라빈/티아민/갈근탕
58	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Riboflavin/Thiamine/향소산	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/리보플라빈/티아민/향소산
59	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Guaifenesin/Riboflavin/Thiamine/갈근탕	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/구아이페네신/리보플라빈/티아민/갈근탕
60	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Phenylephrine/Riboflavin/Thiamine/갈근탕	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/페닐레프린/리보플라빈/티아민/갈근탕
61	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Cloperastine/Pseudoephedrine/Riboflavin/Thiamine/갈근탕	아세트아미노펜/아스코르브산/카페인/클로르페니라민/클로페라스틴/슈도에페드린/리보플라빈/티아민/갈근탕
62	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린
63	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Guaiacolsulfonate/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/구아야콜설폰산/리보플라빈/티아민
64	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Guaifenesin/Pseudoephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/구아이페네신/슈도에페드린/리보플라빈/티아민
65	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Guaifenesin/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/구아이페네신/리보플라빈/티아민
66	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Pseudoephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/슈도에페드린/리보플라빈/티아민
67	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dextromethorphan/Ginseng/Glycyrrhiza/Guaifenesin/Pseudoephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/덱스트로메토르판/인삼/감초/구아이페네신/슈도에페드린/리보플라빈/티아민
68	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dextromethorphan/Glycyrrhiza/Guaifenesin/Pseudoephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/덱스트로메토르판/감초/구아이페네신/슈도에페드린/리보플라빈/티아민
69	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dextromethorphan/Guaiacolsulfonate/Pseudoephedrine/갈근탕	아세트아미노펜/아스코르브산/카페인/클로르페니라민/덱스트로메토르판/구아야콜설폰산/슈도에페드린/갈근탕
70	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dextromethorphan/Guaifenesin/Pseudoephedrine/갈근탕	아세트아미노펜/아스코르브산/카페인/클로르페니라민/덱스트로메토르판/구아이페네신/슈도에페드린/갈근탕
71	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dextromethorphan/Lysozyme/Pseudoephedrine/갈근탕	아세트아미노펜/아스코르브산/카페인/클로르페니라민/덱스트로메토르판/리소짐/슈도에페드린/갈근탕
72	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dl-Methylephedrine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/DL-메틸에페드린
73	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dl-Methylephedrine/Ethenzamide/Noscapine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/DL-메틸에페드린/에텐자미드/노스카핀/리보플라빈/티아민
74	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dl-Methylephedrine/Ethenzamide/Riboflavin/Thiamine/Tipepidine/향소산	아세트아미노펜/아스코르브산/카페인/클로르페니라민/DL-메틸에페드린/에텐자미드/리보플라빈/티아민/티페피딘/향소산
75	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dl-Methylephedrine/Glycyrrhiza/Guaifenesin/Platycodon/Riboflavin/Thiamine/Tipepidine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/DL-메틸에페드린/감초/구아이페네신/길경/리보플라빈/티아민/티페피딘
76	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dl-Methylephedrine/Guaiacolsulfonate/Riboflavin/Thiamine/Tipepidine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/DL-메틸에페드린/구아야콜설폰산/리보플라빈/티아민/티페피딘
77	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dl-Methylephedrine/Guaifenesin/Phenylephrine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/DL-메틸에페드린/구아이페네신/페닐레프린
78	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Dl-Methylephedrine/Guaifenesin/Phenylephrine/Riboflavin	아세트아미노펜/아스코르브산/카페인/클로르페니라민/DL-메틸에페드린/구아이페네신/페닐레프린/리보플라빈
79	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Guaifenesin/Pentoxyverine/Phenylephrine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/구아이페네신/펜톡시베린/페닐레프린
80	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Phenylephrine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/페닐레프린
81	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Pseudoephedrine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/슈도에페드린
82	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Pseudoephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/클로르페니라민/슈도에페드린/리보플라빈/티아민
83	Acetaminophen/Ascorbic Acid/Caffeine/Chlorpheniramine/Pseudoephedrine/Riboflavin/Thiamine/소청룡탕	아세트아미노펜/아스코르브산/카페인/클로르페니라민/슈도에페드린/리보플라빈/티아민/소청룡탕
84	Acetaminophen/Ascorbic Acid/Caffeine/Cloperastine/D-Chlorpheniramine/Dl-Methylephedrine/Guaiacolsulfonate/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/클로페라스틴/D-클로르페니라민/DL-메틸에페드린/구아야콜설폰산/리보플라빈/티아민
85	Acetaminophen/Ascorbic Acid/Caffeine/D-Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Guaiacolsulfonate/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/D-클로르페니라민/덱스트로메토르판/DL-메틸에페드린/구아야콜설폰산/리보플라빈/티아민
86	Acetaminophen/Ascorbic Acid/Caffeine/Dextromethorphan/Pseudoephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/덱스트로메토르판/슈도에페드린/리보플라빈/티아민
87	Acetaminophen/Ascorbic Acid/Caffeine/Dl-Methylephedrine/Guaifenesin	아세트아미노펜/아스코르브산/카페인/DL-메틸에페드린/구아이페네신
88	Acetaminophen/Ascorbic Acid/Caffeine/Ephedrine	아세트아미노펜/아스코르브산/카페인/에페드린
89	Acetaminophen/Ascorbic Acid/Caffeine/Ephedrine/Thiamine	아세트아미노펜/아스코르브산/카페인/에페드린/티아민
90	Acetaminophen/Ascorbic Acid/Caffeine/Guaifenesin/Pseudoephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/카페인/구아이페네신/슈도에페드린/리보플라빈/티아민
91	Acetaminophen/Ascorbic Acid/Caffeine/Riboflavin/갈근탕	아세트아미노펜/아스코르브산/카페인/리보플라빈/갈근탕
92	Acetaminophen/Ascorbic Acid/Caffeine/Riboflavin/Thiamine/갈근탕	아세트아미노펜/아스코르브산/카페인/리보플라빈/티아민/갈근탕
93	Acetaminophen/Ascorbic Acid/Chlorpheniramine/Cloperastine/Guaifenesin/Riboflavin/소청룡탕	아세트아미노펜/아스코르브산/클로르페니라민/클로페라스틴/구아이페네신/리보플라빈/소청룡탕
94	Acetaminophen/Ascorbic Acid/Chlorpheniramine/Cloperastine/Phenylephrine/Riboflavin/소청룡탕	아세트아미노펜/아스코르브산/클로르페니라민/클로페라스틴/페닐레프린/리보플라빈/소청룡탕
95	Acetaminophen/Ascorbic Acid/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine	아세트아미노펜/아스코르브산/클로르페니라민/덱스트로메토르판/DL-메틸에페드린
96	Acetaminophen/Ascorbic Acid/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Ethenzamide/Thiamine	아세트아미노펜/아스코르브산/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/에텐자미드/티아민
97	Acetaminophen/Ascorbic Acid/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Guaifenesin/Pseudoephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/구아이페네신/슈도에페드린/리보플라빈/티아민
98	Acetaminophen/Ascorbic Acid/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/리보플라빈/티아민
99	Acetaminophen/Ascorbic Acid/Chlorpheniramine/Dextromethorphan/Guaiacolsulfonate/Lysozyme/Pseudoephedrine/갈근탕	아세트아미노펜/아스코르브산/클로르페니라민/덱스트로메토르판/구아야콜설폰산/리소짐/슈도에페드린/갈근탕
100	Acetaminophen/Ascorbic Acid/Chlorpheniramine/Dextromethorphan/Guaifenesin/Pseudoephedrine	아세트아미노펜/아스코르브산/클로르페니라민/덱스트로메토르판/구아이페네신/슈도에페드린
101	Acetaminophen/Ascorbic Acid/Chlorpheniramine/Dextromethorphan/Guaifenesin/Pseudoephedrine/Riboflavin/Thiamine/갈근탕	아세트아미노펜/아스코르브산/클로르페니라민/덱스트로메토르판/구아이페네신/슈도에페드린/리보플라빈/티아민/갈근탕
102	Acetaminophen/Ascorbic Acid/Chlorpheniramine/Dextromethorphan/Pseudoephedrine/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/클로르페니라민/덱스트로메토르판/슈도에페드린/리보플라빈/티아민
103	Acetaminophen/Ascorbic Acid/Chlorpheniramine/Pseudoephedrine	아세트아미노펜/아스코르브산/클로르페니라민/슈도에페드린
104	Acetaminophen/Ascorbic Acid/Cloperastine/Dl-Methylephedrine/Guaiacolsulfonate/Noscapine/Platycodon/Riboflavin/Thiamine	아세트아미노펜/아스코르브산/클로페라스틴/DL-메틸에페드린/구아야콜설폰산/노스카핀/길경/리보플라빈/티아민
105	Acetaminophen/Ascorbic Acid/Cloperastine/Dl-Methylephedrine/Guaifenesin/Pseudoephedrine	아세트아미노펜/아스코르브산/클로페라스틴/DL-메틸에페드린/구아이페네신/슈도에페드린
106	Acetaminophen/Ascorbic Acid/Dextromethorphan/Dl-Methylephedrine/Guaifenesin	아세트아미노펜/아스코르브산/덱스트로메토르판/DL-메틸에페드린/구아이페네신
107	Acetaminophen/Ascorbic Acid/Ethenzamide/Riboflavin/갈근탕	아세트아미노펜/아스코르브산/에텐자미드/리보플라빈/갈근탕
108	Acetaminophen/Ascorbic Acid/Riboflavin/갈근탕	아세트아미노펜/아스코르브산/리보플라빈/갈근탕
109	Acetaminophen/Asiasarum root/Caffeine/Chlorpheniramine/Cinnamon Bark/Ephedra Herb/Ginger/Glycyrrhiza/Peony/Pinellia Tuber/Pseudoephedrine/Schisandra Fruit	아세트아미노펜/세신/카페인/클로르페니라민/계피/마황/건강/감초/작약/반하/슈도에페드린/오미자
110	Acetaminophen/Asiasarum root/Caffeine/Chlorpheniramine/Cinnamon Bark/Ephedra Herb/Ginger/Glycyrrhiza/Peony/Pinellia Tuber/Schisandra Fruit	아세트아미노펜/세신/카페인/클로르페니라민/계피/마황/건강/감초/작약/반하/오미자
111	Acetaminophen/Asiasarum root/Caffeine/Chlorpheniramine/Cinnamon Bark/Ephedra Herb/Ginger/Glycyrrhiza/Peony/Pinellia Tuber/Schisandra Fruit/소청룡탕	아세트아미노펜/세신/카페인/클로르페니라민/계피/마황/건강/감초/작약/반하/오미자/소청룡탕
112	Acetaminophen/Asiasarum root/Caffeine/Chlorpheniramine/Cinnamon Bark/Ephedra Herb/Ginger/Glycyrrhiza/Peony/Pinellia Tuber/Schisandra Fruit/Tipepidine/이상수침	아세트아미노펜/세신/카페인/클로르페니라민/계피/마황/건강/감초/작약/반하/오미자/티페피딘/이상수침
113	Acetaminophen/Asiasarum root/Chlorpheniramine/Cinnamon Bark/Ephedra Herb/Ginger/Glycyrrhiza/Peony/Pinellia Tuber/Schisandra Fruit	아세트아미노펜/세신/클로르페니라민/계피/마황/건강/감초/작약/반하/오미자
114	Acetaminophen/Aspirin/Caffeine	아세트아미노펜/아스피린/카페인
115	Acetaminophen/Benzoate/Guaifenesin/Oxomemazine	아세트아미노펜/벤조산/구아이페네신/옥소메마진
116	Acetaminophen/Brompheniramine/Dextromethorphan/Guaifenesin	아세트아미노펜/브롬페니라민/덱스트로메토르판/구아이페네신
117	Acetaminophen/Brompheniramine/Dextromethorphan/Guaifenesin/Pseudoephedrine	아세트아미노펜/브롬페니라민/덱스트로메토르판/구아이페네신/슈도에페드린
118	Acetaminophen/Brompheniramine/Pseudoephedrine	아세트아미노펜/브롬페니라민/슈도에페드린
119	Acetaminophen/Brompheniramine/Pseudoephedrine/Riboflavin	아세트아미노펜/브롬페니라민/슈도에페드린/리보플라빈
120	Acetaminophen/Caffeine	아세트아미노펜/카페인
121	Acetaminophen/Caffeine/갈근탕	아세트아미노펜/카페인/갈근탕
122	Acetaminophen/Caffeine/Carbinoxamine/Cinnamon Bark/Dextromethorphan/Ephedra Herb/Ginger/Glycyrrhiza/Guaiacolsulfonate/Jujube/Peony/Pueraria/Riboflavin/Thiamine	아세트아미노펜/카페인/카르비녹사민/계피/덱스트로메토르판/마황/건강/감초/구아야콜설폰산/대추/작약/갈근/리보플라빈/티아민
123	Acetaminophen/Caffeine/Carbinoxamine/Dextromethorphan/Dl-Methylephedrine/Guaifenesin/Riboflavin/Thiamine	아세트아미노펜/카페인/카르비녹사민/덱스트로메토르판/DL-메틸에페드린/구아이페네신/리보플라빈/티아민
124	Acetaminophen/Caffeine/Chlorpheniramine	아세트아미노펜/카페인/클로르페니라민
125	Acetaminophen/Caffeine/Chlorpheniramine/Cinnamon Bark/Dl-Methylephedrine/Noscapine/Oriental Bezoar/Polygala root	아세트아미노펜/카페인/클로르페니라민/계피/DL-메틸에페드린/노스카핀/우황/원지
126	Acetaminophen/Caffeine/Chlorpheniramine/Cinnamon Bark/Dl-Methylephedrine/Noscapine/Polygala root	아세트아미노펜/카페인/클로르페니라민/계피/DL-메틸에페드린/노스카핀/원지
127	Acetaminophen/Caffeine/Chlorpheniramine/Cinnamon Bark/Ephedra Herb/Ginger/Glycyrrhiza/Jujube/Peony/Pueraria/갈근탕	아세트아미노펜/카페인/클로르페니라민/계피/마황/건강/감초/대추/작약/갈근/갈근탕
128	Acetaminophen/Caffeine/Chlorpheniramine/Citrus Unshiu/Cyperus/Dl-Methylephedrine/Ethenzamide/Ginger/Glycyrrhiza/Perilla	아세트아미노펜/카페인/클로르페니라민/진피/향부자/DL-메틸에페드린/에텐자미드/건강/감초/자소엽
129	Acetaminophen/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Glycyrrhiza/Platycodon/Riboflavin/Thiamine	아세트아미노펜/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/감초/길경/리보플라빈/티아민
130	Acetaminophen/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Guaifenesin/Pseudoephedrine	아세트아미노펜/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/구아이페네신/슈도에페드린
131	Acetaminophen/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Riboflavin/Serratiopeptidase/Thiamine	아세트아미노펜/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/리보플라빈/세라티오펩티다제/티아민
132	Acetaminophen/Caffeine/Chlorpheniramine/Cloperastine/Dl-Methylephedrine/Serratiopeptidase	아세트아미노펜/카페인/클로르페니라민/클로페라스틴/DL-메틸에페드린/세라티오펩티다제
133	Acetaminophen/Caffeine/Chlorpheniramine/Cloperastine/Serratiopeptidase/Thiamine/갈근탕	아세트아미노펜/카페인/클로르페니라민/클로페라스틴/세라티오펩티다제/티아민/갈근탕
134	Acetaminophen/Caffeine/Chlorpheniramine/Dextromethorphan/갈근탕	아세트아미노펜/카페인/클로르페니라민/덱스트로메토르판/갈근탕
135	Acetaminophen/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Ethenzamide	아세트아미노펜/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/에텐자미드
136	Acetaminophen/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Ethenzamide/향소산	아세트아미노펜/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/에텐자미드/향소산
137	Acetaminophen/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Ethenzamide/Fursultiamine/Riboflavin	아세트아미노펜/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/에텐자미드/푸르설티아민/리보플라빈
138	Acetaminophen/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Ethenzamide/Guaifenesin/Noscapine/Thiamine	아세트아미노펜/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/에텐자미드/구아이페네신/노스카핀/티아민
139	Acetaminophen/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Ethenzamide/Riboflavin/Thiamine	아세트아미노펜/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/에텐자미드/리보플라빈/티아민
140	Acetaminophen/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Fursultiamine/Riboflavin	아세트아미노펜/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/푸르설티아민/리보플라빈
141	Acetaminophen/Caffeine/Chlorpheniramine/Dextromethorphan/Dl-Methylephedrine/Glycyrrhiza/Guaiacolsulfonate/Platycodon/Riboflavin/Thiamine	아세트아미노펜/카페인/클로르페니라민/덱스트로메토르판/DL-메틸에페드린/감초/구아야콜설폰산/길경/리보플라빈/티아민
