ing_id	ING_NAME_ENG	ING_NAME_KR
712	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene	아스코르브산/벤포티아민/콜레칼시페롤/시아노코발라민/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/산화아연/Β-카로틴
713	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Tocopherol/Zinc Oxide	아스코르브산/벤포티아민/콜레칼시페롤/시아노코발라민/폴산/산화마그네슘/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/토코페롤/산화아연
714	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜레칼시페롤/시아노코발라민/폴산/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연/Γ-오리자놀
715	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamine/D-Biotin/Dibasic Calcium Phosphate/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene/Γ-Oryzanol	아스코르브산/벤포티아민/콜레칼시페롤/시아노코발라민/D-비오틴/인산수소칼슘/폴산/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연/Β-카로틴/Γ-오리자놀
716	Ascorbic Acid/Benfotiamine/Cholecalciferol/Pyridoxine/Riboflavin/Selenium/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜레칼시페롤/피리독신/리보플라빈/셀레늄/유비데카레논/우르소데옥시콜산/산화아연
717	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Dl-Methionine/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/DL-메티오닌/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연
718	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/푸르설티아민/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연
719	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/푸르설티아민/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/우르소데옥시콜산/산화아연/Γ-오리자놀
720	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연
721	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연
722	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연
723	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ubidecarenone/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/유비데카레논/산화아연/Γ-오리자놀
724	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ursodeoxycholic Acid/Γ-Oryzanol	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/우르소데옥시콜산/Γ-오리자놀
725	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Ubidecarenone/Γ-Oryzanol	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/토코페롤/유비데카레논/Γ-오리자놀
726	Ascorbic Acid/Benfotiamine/Choline Tartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Ubidecarenone/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/티아민/유비데카레논/산화아연/Γ-오리자놀
727	Ascorbic Acid/Benfotiamine/Cyanocobalamin/D-Biotin/Folic Acid/Fursultiamine/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/시아노코발라민/D-비오틴/폴산/푸르설티아민/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연/Γ-오리자놀
728	Ascorbic Acid/Benfotiamine/Cyanocobalamin/Pyridoxal Phosphate/Riboflavin/Tocopherol	아스코르브산/벤포티아민/시아노코발라민/피리독살포스페이트/리보플라빈/토코페롤
729	Ascorbic Acid/Betaine/Choline Bitartrate/Pyridoxine/Riboflavin/Thiamine/Tocopherol	아스코르브산/베타인/콜린타르타르산염/피리독신/리보플라빈/티아민/토코페롤
730	Ascorbic Acid/Biotin/Caffeine/Calcium Glycerophosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Dexpanthenol/Ferrous Sulfate/Folic Acid/Ginkgo Biloba/Ginseng/Magnesium Glycerophosphate/Manganese Sulfate/Nicotinamide/Pyridoxine/Riboflavin/Selenium Yeast/Sodium Molybdate Dihydrate/Thiamine/Tocopherol/Vitamin A/Zinc Sulfate	아스코르브산/비오틴/카페인/글리세로인산칼슘/콜레칼시페롤/황산제이구리/시아노코발라민/덱스판테놀/황산제일철/폴산/은행/인삼/글리세로인산마그네슘/황산망간/니코틴산아미드/피리독신/리보플라빈/셀레늄함유효모/몰리브덴산나트륨/티아민/토코페롤/비타민 A/황산아연
731	Ascorbic Acid/Biotin/Calcium Gluconate/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Glycerophosphate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol	아스코르브산/비오틴/글루콘산칼슘/콜레칼시페롤/시아노코발라민/폴산/글리세로인산마그네슘/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/티아민/토코페롤
732	Ascorbic Acid/Biotin/Calcium Phosphate/Calcium Phosphate Tribasic/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Phytonadione/Pyridoxine/Retinol/Riboflavin/ß-Carotene/Thiamine/Tocopherol/Zinc Oxide	아스코르브산/비오틴/인산칼슘/제삼인산칼슘/콜레칼시페롤/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/니코틴산아미드/판토텐산/피토나디온/피리독신/레티놀/리보플라빈/ß-카로틴/티아민/토코페롤/산화아연
733	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Choline Bitartrate/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Orotic Acid Monohydrate/Pantothenate/Phytonadione/Potassium Iodide/Potassium Sulfate/Pyridoxine/Retinol/Riboflavin/Selenium/Sodium Molybdate/ß-Carotene/Thiamine/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/콜린타르타르산염/염화크롬/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/오로트산 Monohydrate/판토텐산/피토나디온/요오드화칼륨/황산칼륨/피리독신/레티놀/리보플라빈/셀레늄/몰리브덴산나트륨/ß-카로틴/티아민/토코페롤/우르소데옥시콜산/산화아연
734	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chondroitin Sulfate/Chromium Yeast/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/콘드로이틴설페이트/크롬함유효모/산화제이구리/시아노코발라민/푸마르산철/폴산/푸르설티아민/산화마그네슘/황산망간/니코틴산아미드/판토텐산/염화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연
735	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chondroitin Sulfate/Chromium Yeast/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/콘드로이틴설페이트/크롬함유효모/산화제이구리/시아노코발라민/푸마르산철/폴산/푸르설티아민/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연
736	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Inositol/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Yeast Molybden/Zinc Oxide/Β-Carotene/Γ-Oryzanol	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/염화크롬/산화제이구리/시아노코발라민/푸마르산철/폴산/이노시톨/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피토나디온/염화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/몰리브덴함유효모/산화아연/Β-카로틴/Γ-오리자놀
737	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium/Sodium Molybdate/ß-Carotene/Thiamine/Tocopherol/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/염화크롬/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피토나디온/요오드화칼륨/피리독신/레티놀/리보플라빈/셀레늄/몰리브덴산나트륨/ß-카로틴/티아민/토코페롤/산화아연
738	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Sodium Molybdate/Thiamine/Tocopherol/Zinc Sulfate	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/염화크롬/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/염화칼륨/요오드화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/몰리브덴산나트륨/티아민/토코페롤/황산아연
739	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Sodium Molybdate/Thiamine/Tocopherol/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/염화크롬/황산제이구리/시아노코발라민/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/요오드화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/몰리브덴산나트륨/티아민/토코페롤/산화아연
740	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromium Yeast/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide/Γ-Oryzanol	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/크롬함유효모/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/요오드화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/유비데카레논/산화아연/Γ-오리자놀
741	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromium Yeast/Cyanocobalamin/Dl-Methionine/Ferrous Fumarate/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/크롬함유효모/시아노코발라민/DL-메티오닌/푸마르산철/폴산/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/요오드화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/우르소데옥시콜산/산화아연
742	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/산화제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피토나디온/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/우르소데옥시콜산/산화아연
743	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Pantothenate	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/산화제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/판토텐산
744	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Ferrous Sulfate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/산화제이구리/시아노코발라민/황산제일철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/티아민/토코페롤/산화아연
745	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Ferrous Sulfate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Zinc Sulfate	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/산화제이구리/시아노코발라민/황산제일철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/티아민/토코페롤/황산아연
746	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene/Γ-Oryzanol	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/황산제이구리/시아노코발라민/푸마르산철/폴산/푸르설티아민/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/산화아연/Β-카로틴/Γ-오리자놀
747	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Zinc Oxide/Β-Carotene	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/황산제이구리/시아노코발라민/푸마르산철/폴산/푸르설티아민/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/산화아연/Β-카로틴
748	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Zinc Oxide/Β-Carotene	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/황산제이구리/시아노코발라민/푸마르산철/폴산/푸르설티아민/황산망간/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/산화아연/Β-카로틴
749	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Pantothenate	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/황산제이구리/시아노코발라민/푸마르산철/폴산/푸르설티아민/판토텐산
750	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/요오드화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/유비데카레논/산화아연
751	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/티아민/토코페롤/우르소데옥시콜산/산화아연/Β-카로틴
752	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide/Β-Carotene	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/티아민/토코페롤/산화아연/Β-카로틴
753	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Ferrous Sulfate/Folic Acid/Ginseng/Magnesium Oxide/Manganese Sulfate	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/황산제이구리/황산제일철/폴산/인삼/산화마그네슘/황산망간
754	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Ubidecarenone/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/시아노코발라민/폴산/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/티아민/유비데카레논/산화아연
755	Ascorbic Acid/Biotin/Calcium Phosphate/Chromic Chloride/Cupric Oxide/Cyanocobalamin/Ergocalciferol/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Pantothenate	아스코르브산/비오틴/인산칼슘/염화크롬/산화제이구리/시아노코발라민/에르고칼시페롤/푸마르산철/폴산/산화마그네슘/황산망간/판토텐산
756	Ascorbic Acid/Biotin/Calcium Phosphate/Cupric Oxide/Cyanocobalamin/Ferrous Sulfate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Zinc Oxide	아스코르브산/비오틴/인산칼슘/산화제이구리/시아노코발라민/황산제일철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/리보플라빈/티아민/토코페롤/산화아연
757	Ascorbic Acid/Biotin/Calcium Phosphate/Cupric Sulfate/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide	아스코르브산/비오틴/인산칼슘/황산제이구리/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/산화아연
758	Ascorbic Acid/Biotin/Calcium Phosphate/Cupric Sulfate/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide/Γ-Oryzanol	아스코르브산/비오틴/인산칼슘/황산제이구리/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/산화아연/Γ-오리자놀
759	Ascorbic Acid/Biotin/Calcium Phosphate/Cyanocobalamin/Folic Acid/Manganese Sulfate/Nicotinamide/Pantothenate/Polysaccharide Iron Complex/Pyridoxine/Riboflavin	아스코르브산/비오틴/인산칼슘/시아노코발라민/폴산/황산망간/니코틴산아미드/판토텐산/폴리사카리드철착염/피리독신/리보플라빈
760	Ascorbic Acid/Biotin/Calcium/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide	아스코르브산/비오틴/칼슘/인산칼슘/콜레칼시페롤/산화제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피토나디온/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/산화아연
761	Ascorbic Acid/Biotin/Calcium/Carbonyl Iron/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Docusate/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Zinc Oxide/Β-Carotene	아스코르브산/비오틴/칼슘/카르보닐철/콜레칼시페롤/산화제이구리/시아노코발라민/도큐세이트/폴산/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/티아민/토코페롤/산화아연/Β-카로틴
762	Ascorbic Acid/Biotin/Calcium/Chondroitin Sulfate/Cupric Oxide/Cyanocobalamin/Ergocalciferol/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Sulfate	아스코르브산/비오틴/칼슘/콘드로이틴설페이트/산화제이구리/시아노코발라민/에르고칼시페롤/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/염화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/유비데카레논/황산아연
763	Ascorbic Acid/Biotin/Calcium/Corn Starch/Cyanocobalamin/Ferrous Sulfate/Folic Acid/Low Lactose Protein/Magnesium Carbonate/Maltodextrine/Nicotinamide/Pantothenate/Potassium Citrate/Pyridoxine/Riboflavin/Sodium Chloride/Soya Oil/Soybean/Sugar/Thiamine/Tocopherol/Vegetable Protein/Vitamine A/Whey Protein	아스코르브산/비오틴/칼슘/옥수수전분/시아노코발라민/황산제일철/폴산/저유당단백질/탄산마그네슘/말토덱스트린/니코틴산아미드/판토텐산/시트르산칼륨/피리독신/리보플라빈/염화나트륨/대두/콩/백당/티아민/토코페롤/식물성단백질/비타민 A/유청분말
